week_start,year,week,product_id,prod_type,sales_forecast,actual_sales
2025-01-06,2025,2,SKU-0004,Electronics,58.47,50.19
2025-01-06,2025,2,SKU-0005,Electronics,56.07,60.760000000000005
2025-01-06,2025,2,SKU-0006,Electronics,54.88,56.9
2025-01-06,2025,2,SKU-0007,Electronics,57.67,57.31
2025-01-06,2025,2,SKU-0009,Electronics,50.72,56.519999999999996
2025-01-06,2025,2,SKU-0011,Electronics,66.97,64.56
2025-01-06,2025,2,SKU-0012,Electronics,58.67,48.379999999999995
2025-01-06,2025,2,SKU-0013,Electronics,56.37,53.760000000000005
2025-01-06,2025,2,SKU-0014,Electronics,47.54,52.66
2025-01-06,2025,2,SKU-0015,Electronics,59.0,63.07
2025-01-06,2025,2,SKU-0016,Electronics,56.54,49.67
2025-01-06,2025,2,SKU-0019,Electronics,62.260000000000005,63.5
2025-01-06,2025,2,SKU-0021,Electronics,54.400000000000006,47.36
2025-01-06,2025,2,SKU-0023,Electronics,57.89,68.3
2025-01-06,2025,2,SKU-0024,Electronics,59.8,71.57
2025-01-06,2025,2,SKU-0025,Electronics,53.67,52.46
2025-01-06,2025,2,SKU-0027,Apparel,109.55,117.62
2025-01-06,2025,2,SKU-0028,Apparel,105.59,102.52
2025-01-06,2025,2,SKU-0029,Apparel,105.59,109.06
2025-01-06,2025,2,SKU-0030,Apparel,100.27,97.35
2025-01-06,2025,2,SKU-0031,Apparel,100.43,93.08
2025-01-06,2025,2,SKU-0032,Apparel,102.28,90.55
2025-01-06,2025,2,SKU-0033,Apparel,108.84,108.35000000000001
2025-01-06,2025,2,SKU-0034,Apparel,107.78,109.02
2025-01-06,2025,2,SKU-0035,Apparel,103.25999999999999,101.52
2025-01-06,2025,2,SKU-0036,Apparel,105.08,95.65
2025-01-06,2025,2,SKU-0037,Apparel,104.25999999999999,104.3
2025-01-06,2025,2,SKU-0038,Apparel,106.05,102.78999999999999
2025-01-06,2025,2,SKU-0039,Apparel,107.97,101.62
2025-01-06,2025,2,SKU-0040,Apparel,102.84,91.47999999999999
2025-01-06,2025,2,SKU-0041,Apparel,114.66,115.37
2025-01-06,2025,2,SKU-0043,Apparel,102.37,109.84
2025-01-06,2025,2,SKU-0044,Apparel,112.66,90.4
2025-01-06,2025,2,SKU-0045,Apparel,101.19,98.94
2025-01-06,2025,2,SKU-0047,Apparel,100.52,100.78
2025-01-06,2025,2,SKU-0048,Apparel,103.1,108.94
2025-01-06,2025,2,SKU-0049,Apparel,102.62,97.61
2025-01-06,2025,2,SKU-0051,Home,69.75,66.0
2025-01-06,2025,2,SKU-0053,Home,62.44,75.22
2025-01-06,2025,2,SKU-0055,Home,72.55,70.03
2025-01-06,2025,2,SKU-0056,Home,75.91,61.239999999999995
2025-01-06,2025,2,SKU-0057,Home,77.19,70.93
2025-01-06,2025,2,SKU-0058,Home,69.1,69.59
2025-01-06,2025,2,SKU-0059,Home,72.64,69.59
2025-01-06,2025,2,SKU-0060,Home,82.64,87.59
2025-01-06,2025,2,SKU-0061,Home,68.50999999999999,62.76
2025-01-06,2025,2,SKU-0062,Home,79.62,80.58
2025-01-06,2025,2,SKU-0063,Home,74.88,65.84
2025-01-06,2025,2,SKU-0064,Home,77.85,75.75
2025-01-06,2025,2,SKU-0065,Home,82.84,84.84
2025-01-06,2025,2,SKU-0066,Home,77.59,75.07000000000001
2025-01-06,2025,2,SKU-0067,Home,78.94,75.92
2025-01-06,2025,2,SKU-0068,Home,64.28,57.230000000000004
2025-01-06,2025,2,SKU-0069,Home,76.52,75.53
2025-01-06,2025,2,SKU-0070,Home,75.64,69.55000000000001
2025-01-06,2025,2,SKU-0071,Home,76.35,74.92
2025-01-06,2025,2,SKU-0072,Home,68.99,77.24
2025-01-06,2025,2,SKU-0074,Home,78.39,72.69
2025-01-06,2025,2,SKU-0076,Toys,73.87,88.97
2025-01-06,2025,2,SKU-0077,Toys,76.02,77.33
2025-01-06,2025,2,SKU-0078,Toys,72.91,68.14
2025-01-06,2025,2,SKU-0079,Toys,64.55,63.769999999999996
2025-01-06,2025,2,SKU-0080,Toys,71.8,55.31
2025-01-06,2025,2,SKU-0082,Toys,65.4,68.46000000000001
2025-01-06,2025,2,SKU-0083,Toys,75.76,81.71000000000001
2025-01-06,2025,2,SKU-0084,Toys,65.6,60.71
2025-01-06,2025,2,SKU-0085,Toys,58.91,61.22
2025-01-06,2025,2,SKU-0086,Toys,72.1,86.86
2025-01-06,2025,2,SKU-0087,Toys,55.89,43.17
2025-01-06,2025,2,SKU-0088,Toys,70.37,60.52
2025-01-06,2025,2,SKU-0089,Toys,62.61,58.09
2025-01-06,2025,2,SKU-0090,Toys,74.07,61.91
2025-01-06,2025,2,SKU-0091,Toys,69.36,65.92
2025-01-06,2025,2,SKU-0093,Toys,57.8,56.23
2025-01-06,2025,2,SKU-0094,Toys,64.06,67.51
2025-01-06,2025,2,SKU-0095,Toys,68.3,61.14
2025-01-06,2025,2,SKU-0096,Toys,73.75,85.25
2025-01-06,2025,2,SKU-0097,Toys,65.82,74.31
2025-01-06,2025,2,SKU-0098,Toys,76.86,74.52000000000001
2025-01-06,2025,2,SKU-0099,Toys,78.78,77.44
2025-01-06,2025,2,SKU-0100,Toys,69.87,62.26
2025-01-13,2025,3,SKU-0001,Electronics,63.86,65.33
2025-01-13,2025,3,SKU-0002,Electronics,54.739999999999995,56.86
2025-01-13,2025,3,SKU-0003,Electronics,53.92,52.68
2025-01-13,2025,3,SKU-0004,Electronics,63.78,61.61
2025-01-13,2025,3,SKU-0005,Electronics,53.47,62.67
2025-01-13,2025,3,SKU-0006,Electronics,51.65,44.28
2025-01-13,2025,3,SKU-0007,Electronics,66.87,64.01
2025-01-13,2025,3,SKU-0009,Electronics,60.09,52.2
2025-01-13,2025,3,SKU-0011,Electronics,59.86,65.55
2025-01-13,2025,3,SKU-0012,Electronics,67.81,65.39
2025-01-13,2025,3,SKU-0013,Electronics,61.16,45.65
2025-01-13,2025,3,SKU-0014,Electronics,66.02,60.02
2025-01-13,2025,3,SKU-0015,Electronics,66.72,62.86
2025-01-13,2025,3,SKU-0016,Electronics,63.69,44.97
2025-01-13,2025,3,SKU-0019,Electronics,58.8,53.56
2025-01-13,2025,3,SKU-0021,Electronics,59.25,49.300000000000004
2025-01-13,2025,3,SKU-0023,Electronics,65.11,79.74
2025-01-13,2025,3,SKU-0024,Electronics,65.96,60.89
2025-01-13,2025,3,SKU-0025,Electronics,71.74,72.74
2025-01-13,2025,3,SKU-0027,Apparel,107.99000000000001,102.53999999999999
2025-01-13,2025,3,SKU-0028,Apparel,94.52,95.03999999999999
2025-01-13,2025,3,SKU-0029,Apparel,103.53999999999999,102.00999999999999
2025-01-13,2025,3,SKU-0030,Apparel,98.69,103.29
2025-01-13,2025,3,SKU-0031,Apparel,115.44,117.02000000000001
2025-01-13,2025,3,SKU-0032,Apparel,116.31,124.68
2025-01-13,2025,3,SKU-0033,Apparel,97.91,93.35
2025-01-13,2025,3,SKU-0034,Apparel,104.65,112.06
2025-01-13,2025,3,SKU-0035,Apparel,110.86,117.7
2025-01-13,2025,3,SKU-0036,Apparel,104.44,96.61
2025-01-13,2025,3,SKU-0037,Apparel,94.48,90.8
2025-01-13,2025,3,SKU-0038,Apparel,101.55,97.15
2025-01-13,2025,3,SKU-0039,Apparel,100.18,95.52
2025-01-13,2025,3,SKU-0040,Apparel,101.6,106.99
2025-01-13,2025,3,SKU-0041,Apparel,101.92,109.46000000000001
2025-01-13,2025,3,SKU-0043,Apparel,111.25999999999999,107.02
2025-01-13,2025,3,SKU-0044,Apparel,104.25999999999999,107.81
2025-01-13,2025,3,SKU-0045,Apparel,104.01,108.47999999999999
2025-01-13,2025,3,SKU-0047,Apparel,108.74000000000001,101.83
2025-01-13,2025,3,SKU-0048,Apparel,103.32,111.2
2025-01-13,2025,3,SKU-0049,Apparel,104.38,99.35
2025-01-13,2025,3,SKU-0051,Home,78.09,75.07
2025-01-13,2025,3,SKU-0053,Home,77.47,77.47999999999999
2025-01-13,2025,3,SKU-0055,Home,68.17,70.56
2025-01-13,2025,3,SKU-0056,Home,76.51,78.47
2025-01-13,2025,3,SKU-0057,Home,78.5,83.59
2025-01-13,2025,3,SKU-0058,Home,61.519999999999996,45.89
2025-01-13,2025,3,SKU-0059,Home,83.26,78.99000000000001
2025-01-13,2025,3,SKU-0060,Home,83.28,91.03999999999999
2025-01-13,2025,3,SKU-0061,Home,74.9,80.06
2025-01-13,2025,3,SKU-0062,Home,74.93,80.03
2025-01-13,2025,3,SKU-0063,Home,79.15,86.31
2025-01-13,2025,3,SKU-0064,Home,70.34,65.17
2025-01-13,2025,3,SKU-0065,Home,71.92,73.87
2025-01-13,2025,3,SKU-0066,Home,82.67,79.51
2025-01-13,2025,3,SKU-0067,Home,82.56,78.74
2025-01-13,2025,3,SKU-0068,Home,76.28,82.5
2025-01-13,2025,3,SKU-0069,Home,75.18,82.05
2025-01-13,2025,3,SKU-0070,Home,82.71000000000001,82.59
2025-01-13,2025,3,SKU-0071,Home,78.77,73.14
2025-01-13,2025,3,SKU-0072,Home,76.78,71.6
2025-01-13,2025,3,SKU-0074,Home,76.04,77.36
2025-01-13,2025,3,SKU-0076,Toys,64.84,60.4
2025-01-13,2025,3,SKU-0077,Toys,75.52,79.09
2025-01-13,2025,3,SKU-0078,Toys,67.43,68.45
2025-01-13,2025,3,SKU-0079,Toys,67.25,60.69
2025-01-13,2025,3,SKU-0080,Toys,68.24,67.56
2025-01-13,2025,3,SKU-0082,Toys,62.019999999999996,58.089999999999996
2025-01-13,2025,3,SKU-0083,Toys,81.37,73.46
2025-01-13,2025,3,SKU-0084,Toys,68.12,81.0
2025-01-13,2025,3,SKU-0085,Toys,62.589999999999996,56.04
2025-01-13,2025,3,SKU-0086,Toys,76.13,74.97
2025-01-13,2025,3,SKU-0087,Toys,63.489999999999995,75.06
2025-01-13,2025,3,SKU-0088,Toys,69.85,75.02
2025-01-13,2025,3,SKU-0089,Toys,64.99,66.85
2025-01-13,2025,3,SKU-0090,Toys,70.79,73.87
2025-01-13,2025,3,SKU-0091,Toys,79.48,81.89
2025-01-13,2025,3,SKU-0093,Toys,68.02,77.05
2025-01-13,2025,3,SKU-0094,Toys,66.49,67.78
2025-01-13,2025,3,SKU-0095,Toys,63.5,70.78
2025-01-13,2025,3,SKU-0096,Toys,64.2,66.11
2025-01-13,2025,3,SKU-0097,Toys,67.48,66.88
2025-01-13,2025,3,SKU-0098,Toys,76.21,81.06
2025-01-13,2025,3,SKU-0099,Toys,69.17,77.61
2025-01-13,2025,3,SKU-0100,Toys,72.6,63.07
2025-01-20,2025,4,SKU-0001,Electronics,59.71,47.2
2025-01-20,2025,4,SKU-0002,Electronics,61.519999999999996,69.82
2025-01-20,2025,4,SKU-0003,Electronics,61.339999999999996,61.9
2025-01-20,2025,4,SKU-0004,Electronics,64.55,83.57
2025-01-20,2025,4,SKU-0005,Electronics,62.519999999999996,59.95
2025-01-20,2025,4,SKU-0006,Electronics,54.230000000000004,46.18
2025-01-20,2025,4,SKU-0007,Electronics,55.120000000000005,53.32
2025-01-20,2025,4,SKU-0009,Electronics,58.089999999999996,50.96
2025-01-20,2025,4,SKU-0011,Electronics,64.47,69.2
2025-01-20,2025,4,SKU-0012,Electronics,66.36,69.14
2025-01-20,2025,4,SKU-0013,Electronics,61.39,61.45
2025-01-20,2025,4,SKU-0014,Electronics,59.6,72.0
2025-01-20,2025,4,SKU-0015,Electronics,67.75,68.06
2025-01-20,2025,4,SKU-0016,Electronics,59.260000000000005,57.410000000000004
2025-01-20,2025,4,SKU-0019,Electronics,55.9,56.69
2025-01-20,2025,4,SKU-0021,Electronics,57.04,57.89
2025-01-20,2025,4,SKU-0023,Electronics,65.1,66.78999999999999
2025-01-20,2025,4,SKU-0024,Electronics,57.39,56.07
2025-01-20,2025,4,SKU-0025,Electronics,57.59,66.16
2025-01-20,2025,4,SKU-0027,Apparel,109.09,114.07000000000001
2025-01-20,2025,4,SKU-0028,Apparel,99.99000000000001,104.14
2025-01-20,2025,4,SKU-0029,Apparel,96.73,88.9
2025-01-20,2025,4,SKU-0030,Apparel,110.49,123.06
2025-01-20,2025,4,SKU-0031,Apparel,107.67,102.84
2025-01-20,2025,4,SKU-0032,Apparel,100.42999999999999,111.39
2025-01-20,2025,4,SKU-0033,Apparel,105.48,104.81
2025-01-20,2025,4,SKU-0034,Apparel,96.74,88.68
2025-01-20,2025,4,SKU-0035,Apparel,101.78,113.81
2025-01-20,2025,4,SKU-0036,Apparel,105.00999999999999,112.30000000000001
2025-01-20,2025,4,SKU-0037,Apparel,109.2,108.46000000000001
2025-01-20,2025,4,SKU-0038,Apparel,109.94,111.35
2025-01-20,2025,4,SKU-0039,Apparel,101.53,107.3
2025-01-20,2025,4,SKU-0040,Apparel,94.12,89.02
2025-01-20,2025,4,SKU-0041,Apparel,110.06,104.48
2025-01-20,2025,4,SKU-0043,Apparel,109.35,116.35
2025-01-20,2025,4,SKU-0044,Apparel,101.75,97.09
2025-01-20,2025,4,SKU-0045,Apparel,101.63,116.45
2025-01-20,2025,4,SKU-0047,Apparel,108.22,109.38
2025-01-20,2025,4,SKU-0048,Apparel,108.99,107.17
2025-01-20,2025,4,SKU-0049,Apparel,100.98,114.31
2025-01-20,2025,4,SKU-0051,Home,67.61,61.08
2025-01-20,2025,4,SKU-0053,Home,72.49,84.86
2025-01-20,2025,4,SKU-0055,Home,81.63,82.98
2025-01-20,2025,4,SKU-0056,Home,82.01,82.29
2025-01-20,2025,4,SKU-0057,Home,79.02,70.04
2025-01-20,2025,4,SKU-0058,Home,74.92,75.05
2025-01-20,2025,4,SKU-0059,Home,76.15,70.03999999999999
2025-01-20,2025,4,SKU-0060,Home,87.48,106.58
2025-01-20,2025,4,SKU-0061,Home,77.45,65.27
2025-01-20,2025,4,SKU-0062,Home,76.98,72.69
2025-01-20,2025,4,SKU-0063,Home,67.28,63.230000000000004
2025-01-20,2025,4,SKU-0064,Home,73.65,79.80000000000001
2025-01-20,2025,4,SKU-0065,Home,78.12,80.38
2025-01-20,2025,4,SKU-0066,Home,73.11,76.84
2025-01-20,2025,4,SKU-0067,Home,70.74,69.55
2025-01-20,2025,4,SKU-0068,Home,73.74,81.84
2025-01-20,2025,4,SKU-0069,Home,70.44,72.60000000000001
2025-01-20,2025,4,SKU-0070,Home,83.76,90.86
2025-01-20,2025,4,SKU-0071,Home,69.28,79.81
2025-01-20,2025,4,SKU-0072,Home,84.45,86.61
2025-01-20,2025,4,SKU-0074,Home,77.18,78.78
2025-01-20,2025,4,SKU-0076,Toys,71.33,63.02
2025-01-20,2025,4,SKU-0077,Toys,59.129999999999995,46.39
2025-01-20,2025,4,SKU-0078,Toys,68.55,79.48
2025-01-20,2025,4,SKU-0079,Toys,61.42,63.39
2025-01-20,2025,4,SKU-0080,Toys,69.76,63.379999999999995
2025-01-20,2025,4,SKU-0082,Toys,61.82,52.75
2025-01-20,2025,4,SKU-0083,Toys,73.67,84.27
2025-01-20,2025,4,SKU-0084,Toys,59.54,63.07
2025-01-20,2025,4,SKU-0085,Toys,73.02,64.25
2025-01-20,2025,4,SKU-0086,Toys,63.84,53.71
2025-01-20,2025,4,SKU-0087,Toys,64.62,59.15
2025-01-20,2025,4,SKU-0088,Toys,73.38,76.28
2025-01-20,2025,4,SKU-0089,Toys,77.34,74.5
2025-01-20,2025,4,SKU-0090,Toys,70.34,73.36
2025-01-20,2025,4,SKU-0091,Toys,75.67999999999999,61.96
2025-01-20,2025,4,SKU-0093,Toys,72.48,83.08
2025-01-20,2025,4,SKU-0094,Toys,68.51,66.47
2025-01-20,2025,4,SKU-0095,Toys,69.56,72.58
2025-01-20,2025,4,SKU-0096,Toys,68.07,49.980000000000004
2025-01-20,2025,4,SKU-0097,Toys,69.89,70.14
2025-01-20,2025,4,SKU-0098,Toys,64.91,63.879999999999995
2025-01-20,2025,4,SKU-0099,Toys,71.05,69.14
2025-01-20,2025,4,SKU-0100,Toys,67.52,62.09
2025-01-27,2025,5,SKU-0001,Electronics,63.550000000000004,69.37
2025-01-27,2025,5,SKU-0002,Electronics,64.92,68.15
2025-01-27,2025,5,SKU-0003,Electronics,58.6,62.510000000000005
2025-01-27,2025,5,SKU-0004,Electronics,67.7,63.93
2025-01-27,2025,5,SKU-0005,Electronics,59.89,69.86
2025-01-27,2025,5,SKU-0006,Electronics,52.79,47.67
2025-01-27,2025,5,SKU-0007,Electronics,59.24,58.76
2025-01-27,2025,5,SKU-0009,Electronics,62.43,62.42
2025-01-27,2025,5,SKU-0011,Electronics,49.95,41.08
2025-01-27,2025,5,SKU-0012,Electronics,55.23,56.05
2025-01-27,2025,5,SKU-0013,Electronics,67.65,62.97
2025-01-27,2025,5,SKU-0014,Electronics,58.12,59.93
2025-01-27,2025,5,SKU-0015,Electronics,67.15,66.83
2025-01-27,2025,5,SKU-0016,Electronics,60.25,58.14
2025-01-27,2025,5,SKU-0019,Electronics,49.620000000000005,48.01
2025-01-27,2025,5,SKU-0021,Electronics,63.7,56.019999999999996
2025-01-27,2025,5,SKU-0023,Electronics,66.79,68.0
2025-01-27,2025,5,SKU-0024,Electronics,59.29,51.29
2025-01-27,2025,5,SKU-0025,Electronics,57.43,57.59
2025-01-27,2025,5,SKU-0027,Apparel,105.62,95.16999999999999
2025-01-27,2025,5,SKU-0028,Apparel,117.59,108.49000000000001
2025-01-27,2025,5,SKU-0029,Apparel,104.43,101.3
2025-01-27,2025,5,SKU-0030,Apparel,101.72,108.14
2025-01-27,2025,5,SKU-0031,Apparel,100.22,89.95
2025-01-27,2025,5,SKU-0032,Apparel,109.67,109.25
2025-01-27,2025,5,SKU-0033,Apparel,111.8,118.66
2025-01-27,2025,5,SKU-0034,Apparel,114.69,110.02
2025-01-27,2025,5,SKU-0035,Apparel,106.92999999999999,98.72999999999999
2025-01-27,2025,5,SKU-0036,Apparel,107.88,106.72
2025-01-27,2025,5,SKU-0037,Apparel,105.92,108.56
2025-01-27,2025,5,SKU-0038,Apparel,105.11,105.86
2025-01-27,2025,5,SKU-0039,Apparel,104.24000000000001,103.67
2025-01-27,2025,5,SKU-0040,Apparel,99.75999999999999,102.61
2025-01-27,2025,5,SKU-0041,Apparel,104.3,103.81
2025-01-27,2025,5,SKU-0043,Apparel,109.36,114.39
2025-01-27,2025,5,SKU-0044,Apparel,115.26,117.28999999999999
2025-01-27,2025,5,SKU-0045,Apparel,101.55,99.0
2025-01-27,2025,5,SKU-0047,Apparel,107.7,95.78
2025-01-27,2025,5,SKU-0048,Apparel,106.28,94.77
2025-01-27,2025,5,SKU-0049,Apparel,105.35,103.25999999999999
2025-01-27,2025,5,SKU-0051,Home,75.66,83.4
2025-01-27,2025,5,SKU-0053,Home,76.03999999999999,77.53999999999999
2025-01-27,2025,5,SKU-0055,Home,79.46000000000001,87.85
2025-01-27,2025,5,SKU-0056,Home,63.92,61.2
2025-01-27,2025,5,SKU-0057,Home,77.07,76.65
2025-01-27,2025,5,SKU-0058,Home,70.79,76.37
2025-01-27,2025,5,SKU-0059,Home,78.08,84.92
2025-01-27,2025,5,SKU-0060,Home,74.13,76.04
2025-01-27,2025,5,SKU-0061,Home,81.67,86.5
2025-01-27,2025,5,SKU-0062,Home,69.46000000000001,67.49
2025-01-27,2025,5,SKU-0063,Home,70.35,60.93
2025-01-27,2025,5,SKU-0064,Home,75.24,76.11
2025-01-27,2025,5,SKU-0065,Home,81.78,82.67
2025-01-27,2025,5,SKU-0066,Home,68.89,68.96000000000001
2025-01-27,2025,5,SKU-0067,Home,72.09,77.22
2025-01-27,2025,5,SKU-0068,Home,80.59,71.7
2025-01-27,2025,5,SKU-0069,Home,66.0,66.04
2025-01-27,2025,5,SKU-0070,Home,64.19,73.8
2025-01-27,2025,5,SKU-0071,Home,81.36,71.75999999999999
2025-01-27,2025,5,SKU-0072,Home,83.5,99.21000000000001
2025-01-27,2025,5,SKU-0074,Home,75.27000000000001,68.4
2025-01-27,2025,5,SKU-0076,Toys,64.11,65.21000000000001
2025-01-27,2025,5,SKU-0077,Toys,56.260000000000005,58.93
2025-01-27,2025,5,SKU-0078,Toys,66.97,72.59
2025-01-27,2025,5,SKU-0079,Toys,71.84,74.15
2025-01-27,2025,5,SKU-0080,Toys,69.07,67.63
2025-01-27,2025,5,SKU-0082,Toys,67.15,64.95
2025-01-27,2025,5,SKU-0083,Toys,65.94,71.04
2025-01-27,2025,5,SKU-0084,Toys,70.69,68.27
2025-01-27,2025,5,SKU-0085,Toys,76.76,83.50999999999999
2025-01-27,2025,5,SKU-0086,Toys,65.43,74.44
2025-01-27,2025,5,SKU-0087,Toys,73.34,79.14
2025-01-27,2025,5,SKU-0088,Toys,69.18,69.45
2025-01-27,2025,5,SKU-0089,Toys,68.06,61.61
2025-01-27,2025,5,SKU-0090,Toys,68.08,68.75
2025-01-27,2025,5,SKU-0091,Toys,64.51,59.769999999999996
2025-01-27,2025,5,SKU-0093,Toys,61.86,56.739999999999995
2025-01-27,2025,5,SKU-0094,Toys,68.87,69.53
2025-01-27,2025,5,SKU-0095,Toys,59.59,61.699999999999996
2025-01-27,2025,5,SKU-0096,Toys,70.99,78.62
2025-01-27,2025,5,SKU-0097,Toys,65.47,67.28
2025-01-27,2025,5,SKU-0098,Toys,65.0,61.620000000000005
2025-01-27,2025,5,SKU-0099,Toys,70.13,69.34
2025-01-27,2025,5,SKU-0100,Toys,59.08,54.47
2025-02-03,2025,6,SKU-0001,Electronics,66.55,54.53
2025-02-03,2025,6,SKU-0002,Electronics,59.24,64.83
2025-02-03,2025,6,SKU-0003,Electronics,52.3,57.21
2025-02-03,2025,6,SKU-0004,Electronics,70.85,76.67
2025-02-03,2025,6,SKU-0005,Electronics,53.57,66.53
2025-02-03,2025,6,SKU-0006,Electronics,56.88,59.08
2025-02-03,2025,6,SKU-0007,Electronics,48.300000000000004,59.88
2025-02-03,2025,6,SKU-0009,Electronics,55.09,54.56
2025-02-03,2025,6,SKU-0011,Electronics,61.84,70.48
2025-02-03,2025,6,SKU-0012,Electronics,62.5,52.12
